BrowseAuthor,BrowseTitle,PublicationYear,CallNumber,TotalItemLifetimeCircCount,TotalItemYTDCircCount,,Call No. Color Code
"Kotlikoff, Laurence J., author.","Money magic : an economist's secrets to more money, less risk, and a better life",2022,332.024 KOT,12,0,,
"Battle, Carl W., author.",The patent guide : how you can protect and profit from patents,2019,346.73 BAT,12,0,,
"Bharara, Preet, 1968- author.","Doing justice : a prosecutor's thoughts on crime, punishment, and the rule of law",2019,347.73 BHA,12,0,,
"Tyson, Neil deGrasse, author.",Accessory to war : the unspoken alliance between astrophysics and the military,2018,355.009 TYS,12,0,,
"Lee, Vivian S., 1966- author.",The long fix : solving America's health care crisis with strategies that work for everyone,2020,362.1 LEE,12,0,,
"Rodman, Liza, author.",The babysitter : my summers with a serial killer,2021,364.1523 ROD,12,0,,
,"Chase's calendar of events 2022 : the ultimate go-to guide for special days, weeks and months",2021,394 CHA,12,0,,
"Sullivan, Bill (William J.), 1970- author.","Pleased to meet me : how genes, germs, and the environment make us who we are",2019,572.865 SUL,12,0,,
"Seeley, Thomas D. author.",The lives of bees : the untold story of the honey bee in the wild,2019,595.799 SEE,12,0,,
"Waal, F. B. M. de (Frans B. M.), 1948- author, photographer, illustrator.",Mama's last hug : animal emotions and what they tell us about ourselves,2019,599.885 WAA,12,0,,
"Randolph, John J., author.",The brain health book : using the power of neuroscience to improve your life,2020,612.82 RAN,12,0,,
,Natural and home remedies for aging well : 196 alternative health and wellness secrets that will change your life.,2018,613.0438 NAT,12,0,,
"Moss, Michael, 1955- author.",Hooked : food and free will,2021,613.2 MOS,12,0,,
"Newport, Mary T., 1952- author.",The complete book of ketones : a practical guide to ketogenic diets and ketone supplements,2019,616.8 NEW,12,0,,
"Nesse, Randolph M., author.",Good reasons for bad feelings : insights from the frontier of evolutionary psychiatry,2019,616.89 NES,12,0,,
"O'Brien, Keith, 1973- author.",Fly girls : how five daring women defied all odds and made aviation history,2018,629.13 OBR,12,0,,
"Stone, Robert, 1958- author.","Chasing the moon : the people, the politics, and the promise that launched America into the space age",2019,629.45 STO,12,0,,
"Tophill, Frances, author.","Container gardener's handbook : pots, techniques, and projects to transform any space",2019,635.986 TOP,12,0,,
"Corriher, Shirley O., author.",Kitchenwise : essential food science for home cooks,2020,641.5 COR,12,0,,
"Drummond, Ree, author.",The pioneer woman cooks : the new frontier : 112 fantastic favorites for everyday eating,2019,641.5 DRU,12,0,,
"Weissman, Joshua, author.",An unapologetic cookbook,2021,641.5 WEI,12,0,,
"Makan, Chetna, author.",Chetna's 30-Minute Indian : quick and easy everyday meals,2021,641.555 MAK,12,0,,
"Robbins, Ocean, 1973- author.","31-day food revolution : heal your body, feel great, and transform your world",2019,641.5636 ROB,12,0,,
"Admony, Einat, author.",Shuk,2019,641.5956 ADM,12,0,,
"Solomonov, Michael, author.","Israeli soul : easy, essential, delicious",2018,641.5956 SOL,12,0,,
"Agbanlog, Liza, author.","Quintessential Filipino cooking : more than 75 authentic and classic recipes of the Philippines / Liza Agbanlog, founder of Salu Salo Recipes ; [photography by Allie Lehman]",2018,641.5959 AGB,12,0,,
"Ferguson, Jesse Tyler, author.",Food between friends,2021,641.5979 FER,12,0,,
"Beranbaum, Rose Levy, author.",Rose's baking basics,2018,641.815 BER,12,0,,
"Leader, Daniel, author.",Living bread : tradition and innovation in artisan bread making,2019,641.815 LEA,12,0,,
"Hoffman, Maggie (Food and drink writer), author.",Batch cocktails : make-ahead pitcher drinks for every occasion,2019,641.874 HOF,12,0,,
"Massey, Lorraine, author.","Silver hair : say goodbye to the dye, and let your natural light shine! : a handbook",2018,646.724 MAS,12,0,,
"Bailey, Mashama, author.","Black, white, and The Grey : the story of an unexpected friendship and a beloved restaurant",2021,647.95 BAI,12,0,,
"Wojcicki, Esther, author.",How to raise successful people : simple lessons for radical results,2019,649.1 WOJ,12,0,,
"Hansen, Morten T, author.",Great at work : how top performers work less and achieve more,2018,650.1 HAN,12,0,,
"Steib, Mike, author.",The career manifesto : discover your calling and create an extraordinary life,2017,650.1 STE,12,0,,
"Leapman, Melissa, author.","Knitting modular shawls, wraps, and stoles : an easy, innovative technique for creating custom designs, with 185 stitch patterns",2018,746.432 LEA,12,0,,
"Linsley, Leslie, author.","Upscale downsizing : creating a stylish, elegant, smaller home",2017,747.1 LIN,12,0,,
"Singh, Anita, author.",The story of the great British bake off,2017,791.4572 SIN,12,0,,
"Jenkins, Jedidiah, author.",To shake the sleeping self,2018,796.6 JEN,12,0,,
"Harjo, Joy, author.",An American sunrise : poems,2019,811.54 HAR,12,0,,
"Lovelace, Amanda, author.",The mermaid's voice returns in this one,2019,811.6 LOV,12,0,,
"Miranda, Lin-Manuel, 1980- author.","Gmorning, gnight! : little pep talks for me & you",2018,811.6 MIR,12,0,,
"Didion, Joan.",Joan Didion : the 1960s and 70s,2019,818.54 DID,12,0,,
,Italian lakes.,2018,914.52 ITA,12,0,,
"Drew, Keith (Travel writer), author.",Top 10 Valencia,2020,914.6763 VAL,12,0,,
"Gostelow, Martin, author.",Fodor's 25 best. Tokyo,2018,915.2135 FOD,12,0,,
"Humphreys, Andrew, 1965- author.",Top 10 Marrakech,2018,916.464 MAR,12,0,,
"Knighton, Conor, author.",Leave only footprints : my Acadia-to-Zion journey through every national park,2020,917.3 KNI,12,0,,
"Harris, Patricia, 1949- author.","New England : inspire, plan, discover, experience",2019,917.4 NEW,12,0,,
"Gordon, Sue (Susan), 1945- author.",Fodor's 25 best. Boston [2019],2019,917.4461 FOD,12,0,,
,New York City 2020,2019,917.471 NEW,12,0,,
"Satow, Julie, author.",The Plaza : the secret life of America's most famous hotel,2019,917.471 SAT,12,0,,
"O'Donnell, Patrick K., 1969- author.",The Unknowns : the untold story of America's Unknown Soldier and WWI's most decorated heroes who brought him home,2018,940.373 ODO,12,0,,
"Holland, James, 1970- author.",Big week : the biggest air battle of World War II,2018,940.5421 HOL,12,0,,
"McMeekin, Sean, 1974- author.",Stalin's war : a new history of World War II,2021,940.5421 MCM,12,0,,
"Toll, Ian W., author.","Twilight of the Gods : War in the Western Pacific, 1944-1945",2020,940.5426 TOL,12,0,,
"Borman, Tracy, author.","Crown & sceptre : a new history of the British monarchy, from William the Conqueror to Elizabeth II",2022,941 BOR,12,0,,
"Wert, Jeffry D., author.","Civil War barons : the tycoons, entrepreneurs, inventors, and visionaries who forged victory and shaped a nation",2018,973.71 WER,12,0,,
"Cohan, William D, author.",Four friends : promising lives cut short,2019,973.922 COH,12,0,,
"Tolentino, Jia, author.",Trick mirror : reflections on self-delusion,2019,973.93 TOL,12,0,,
"Burleigh, Nina, author.",Golden handcuffs : the secrets of the women of Trump Tower,2018,973.933 BUR,12,0,,
"Comey, James, Jr., 1960-","A higher loyalty : truth, lies, and leadership",2018,973.933 COM,12,0,,
"Fox, Emily Jane, author.",Born Trump : inside America's first family,2018,973.933 FOX,12,0,,
"Papadopoulos, George, 1987-",Deep state target : how I got caught in the crosshairs of the plot to bring down President Trump,2019,973.933 PAP,12,0,,
"Andrews, Julie, author.",Home work : a memoir of my Hollywood years,2019,"BIOG ANDREWS,J AND",12,0,,
"Beauvais, Garcelle, 1966- author.",Love me as I am,2022,"BIOG BEAUVAIS,G BEA",12,0,,
"Randolph, Eleanor, author.","The many lives of Michael Bloomberg : innovation, money, and politics",2019,"BIOG BLOOMBERG,M RAN",12,0,,
"McGilligan, Patrick, author.",Funny man : Mel Brooks,2019,"BIOG BROOKS,M MCG",12,0,,
"BÃ¼ndchen, Gisele, 1980- author.",Lessons : my path to a meaningful life,2018,"BIOG BUNDCHEN,G BUN",12,0,,
"Christie, Chris, author.","Let me finish : Trump, the Kushners, Bannon, New Jersey, and the power of in-your-face politics",2019,"BIOG CHRISTIE,C CHR",12,0,,
"Conway, Kellyanne, author.",Here's the deal : a memoir,2022,"BIOG CONWAY,K CON",12,0,,
"Giddins, Gary, author.","Bing Crosby : Swinging on a Star - The War Years, 1940-1946",2018,"BIOG CROSBY,B GID",12,0,,
"Morton, Andrew, 1953- author.",Elizabeth & Margaret : the intimate world of the Windsor sisters,2021,BIOG ELIZABETH II MOR,12,0,,
"Frenkel, FrancÌ§oise, 1889-1975, author.",A bookshop in Berlin : The rediscovered memoir of one woman's harrowing escape from the Nazis,2019,"BIOG FRENKEL,F FRE",12,0,,
"Scobie, Omid, author.",Finding freedom : Harry and Meghan and the making of a modern royal family,2020,BIOG HARRY SCO,12,0,,
"Kloots, Amanda, author.",Live your life : my story of loving and losing Nick Cordero,2021,"BIOG KLOOTS,A KLO",12,0,,
"Lauder, Leonard A., author.",The company I keep : my life in beauty,2020,"BIOG LAUDER,L LAU",12,0,,
"Brown, Craig, 1957-",Ninety-nine glimpses of Princess Margaret,2018,BIOG MARGARET BRO,12,0,,
"Matis, Aspen, author.",Your blue is not my blue : a missing person memoir,2020,"BIOG MATIS,A MAT",12,0,,
"O'Farrell, Maggie, 1972- author.","I am, I am, I am : seventeen brushes with death",2018,"BIOG OFARRELL,M OFA",12,0,,
"Pataki, Allison, author.","Beauty in the broken places : a memoir of love, faith, and resilience",2018,"BIOG PATAKI,A PAT",12,0,,
"Quindlen, Anna, author.",Nanaville,2019,"BIOG QUINDLEN,A QUI",12,0,,
"Oppedisano, Tony, author.",Sinatra and me : in the wee small hours,2021,"BIOG SINATRA,F OPP",12,0,,
"Wentworth, Alexandra, author.",Ali's well that ends well : tales of desperation and a little inspiration,2022,"BIOG WENTWORTH,A WEN",12,0,,
"Martinez-Alba, Gilda author.",English U.S.A. every day,2017,ESL 428.24 MAR,12,0,,
"Pyle, Nathan W.",Strange planet,2019,GRAPHIC 741.56 PYL,12,0,,
,Learning Spanish II [videorecording (DVD)] : how to understand and speak a new language,2017,KIT 468 SPANISH,12,0,,
"Rubin, Rick, author.",The creative act : a way of being,2023,153.35 RUB,11,11,,
"Woo, Ilyon, author.",Master slave husband wife : an epic journey from slavery to freedom,2023,306.362 WOO,11,11,,
"Perelman, Deb, author.",Smitten kitchen keepers : new classics for your forever files: a cookbook,2022,641.5 PER,11,10,,
"Gaines, Joanna, 1978- author.",The stories we tell,2022,"BIOG GAINES,J GAI",11,10,,
"Goleman, Daniel, author.",Why we meditate : the science and practice of clarity and compassion,2022,158.12 GOL,11,9,,
"Cohan, William D., author.",Power failure : the rise and fall of an American icon,2022,338.7 COH,11,9,,
"Bryan, Lisa, author.",The downshiftology cookbook,2022,641.5 BRY,11,9,,
"Yokota, Anita, author.","Home therapy : interior design for increasing happiness, boosting confidence, and creating calm",2022,747 YOK,11,9,,
,Top 10 London.,2021,914.21 LON,11,7,,
,Northern & central Italy.,2022,914.5 ITA,11,7,,
,Fodor's essential Israel,2020,915.694 FOD,11,7,,
"Freedland, Jonathan, 1967- author.",The escape artist : the man who broke out of Auschwitz to warn the world,2022,940.5318 FRE,11,7,,
"Meacham, Jon, author.",And there was light : Abraham Lincoln and the American struggle,2022,973.7 MEA,11,7,,
,PSAT/NMSQT prep 2022,2021,378.1662 PSAT KAP,11,6,,
"Kennedy, Rebecca (Psychologist), author.",Good inside,2022,649.1 KEN,11,6,,
"Sorensen, Annelise, author.",Top 10 Barcelona [2021],2021,914.672 BAR,11,6,,
"Mortimer, Frank, author.",Bee people and the bugs they love,2021,638.1 MOR,11,5,,
"Rosenthal, Phil, 1960- author.","Somebody Feed Phil the book : untold stories, behind-the-scenes photos and favorite recipes",2022,641.59 ROS,11,5,,
PeÌ,Jacques PeÌ,2022,641.665 PEP,11,5,,
"Drury, Bob, author.",The last hill : the epic story of a ranger battalion and the battle that defined WWII,2022,940.54 DRU,11,5,,
"Lawson, Jeff, author.",Ask your developer : how to harness the power of software developers and win in the 21st century,2021,005.1 LAW,11,4,,
"Hari, Johann, author.",Stolen focus : why you can't pay attention--and how to think deeply again,2022,153.7 HAR,11,4,,
"Roth, Robert, 1950- author.",Strength in stillness : the power of transcendental meditation,2018,158.125 ROT,11,4,,
"Snyder, Brad, 1972- author.","Democratic justice : Felix Frankfurter, the Supreme Court, and the making of the liberal establishment",2022,347.73 SNY,11,4,,
"Dettmer, Philipp, author.",Immune,2021,616.079 DET,11,4,,
"Bale, Bradley, author.","Healthy heart, healthy brain : the proven personalized path to protect your memory, prevent heart attacks and strokes, and avoid chronic illness",2022,616.1 BAL,11,4,,
"Oster, Emily, author.","Cribsheet : a data-driven guide to better, more relaxed parenting, from birth to preschool",2019,618.2 OST,11,4,,
,Top 10 Normandy.,2019,914.42 NOR,11,4,,
,Essential Italy 2022,2021,914.5 FOD,11,4,,
,Top 10 Iceland [2021].,2021,914.912 ICE,11,4,,
"Fisher, Teresa, author.",Fodor's 25 Best. Amsterdam,2020,914.9235 FOD,11,4,,
"Blay, Yaba, author.",One drop : shifting the lens on race,2021,973.0496 BLA,11,4,,
"Wood, Alisson, author.",Being Lolita : a memoir,2020,"BIOG WOOD,A WOO",11,4,,
"Lepore, Jill, 1966- author.",If then : how the Simulmatics Corporation invented the future,2020,006.3 LEP,11,3,,
"Okorafor, Nnedi, author.",Broken places & outer spaces : finding creativity in the unexpected,2019,155.24 OKO,11,3,,
"Sincero, Jen, 1965- author.","Badass habits : cultivate the awareness, boundaries, and daily upgrades you need to make them stick",2020,158.1 SIN,11,3,,
"Lunden, Joan, author.",Why did I come into this room? : a candid conversation about aging,2020,305.26 LUN,11,3,,
"Gordis, Daniel, author.",We stand divided : the rift between American Jews and Israel,2019,305.892 GOR,11,3,,
"Kars, Marjoleine, author.",Blood on the river : a chronicle of mutiny and freedom on the Wild Coast,2020,306.362 KAR,11,3,,
"Bryar, Colin, author.","Working backwards : insights, stories, and secrets from inside Amazon",2021,381.142 BRY,11,3,,
"Falcke, Heino, 1966- author.","Light in the darkness : black holes, the universe, and us",2021,523.8875 FAL,11,3,,
"Phillips, Steven, author.",Chronic : the hidden cause of the autoimmune pandemic--and how to get healthy again,2020,613 PHI,11,3,,
"Clausen, Ruth Rogers, 1938- author.",Deer-resistant native plants for the Northeast,2021,635 CLA,11,3,,
"Lee Molinaro, Joanne, author.",The Korean vegan cookbook : reflections and recipes from Omma's kitchen,2021,641.5951 LEE,11,3,,
"Serpico, Peter, author.",Learning Korean : recipes for home cooking,2022,641.5951 SER,11,3,,
"Bennett, Ellen (Ellen Marie), author.","Dream first, details later : how to quit overthinking and make it happen",2021,658.11 BEN,11,3,,
"Westermann, Ian, author.","Essential tennis : improve faster, play smarter, and win more matches",2022,796.342 WES,11,3,,
"Reid, Catherine, 1955- author.",The landscapes of Anne of Green Gables : the enchanting island that inspired L. M. Montgomery,2018,813.52 REI,11,3,,
,Hungary.,2018,914.39 HUN,11,3,,
"Titmarsh, Jo-Ann, author.","Eyewitness. Inspire, plan, discover, experience : Venice and the Veneto, [2020]",2020,914.531 VEN,11,3,,
,Rome,2021,914.5632 ROM,11,3,,
,Top 10 Rome 2020.,2019,914.5632 ROM,11,3,,
"Foster, Jane (Travel writer), author.",Croatia,2021,914.972 CRO,11,3,,
"Sainsbury, Brendan, author.",Canada,2022,917.1 LON,11,3,,
,Top 10 Vancouver and Vancouver Island.,2020,917.1133 VAN,11,3,,
"Barry, Chris (Travel writer), author.",Fodor's MontreÌ,2020,917.1427 FOD,11,3,,
"Case, Mary, 1947- author.","Fodor's 25 best. Washington, D.C. 2020",2020,917.53 FOD,11,3,,
,Florida,2021,917.59 FLO,11,3,,
,Las Vegas.,2021,917.9313 FOD,11,3,,
"Ohlsen, Becky, author.","Washington, Oregon & the Pacific Northwest",2020,917.95 LON,11,3,,
